Data,Otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
2016-04-07,347.7,335.5,349.95,333.1,9.53,-3.34
2016-04-06,347.7,347.1,347.7,342.5,9.87,-0.37
2016-04-05,347.9,348.4,350.3,338.1,8.14,-0.46
2016-04-04,338.05,350,351.35,338.05,10.02,2.93
2016-04-01,338,340.05,340.05,333.1,8.21,0.01
2016-03-31,344.95,340,345.8,338,15.76,-1.45
2016-03-30,343.95,345,345,340.5,7.44,0.52
2016-03-29,343.95,343.2,343.95,334.3,4.65,-0.23
2016-03-24,336.95,344,344,332.5,6.2,2.08
2016-03-23,346,337,346,333.35,9.17,-2.29
2016-03-22,335.95,344.9,344.9,335.95,9.73,0.97
2016-03-21,346.45,341.6,346.45,335.25,11.68,-0.13
2016-03-18,356,342.05,357.95,342.05,49.66,-3.99
2016-03-17,351.35,356.25,359,347.1,18.84,0.54
2016-03-16,347.5,354.35,354.35,341.3,27.16,1.97
2016-03-15,350.8,347.5,350.8,341,10.28,-0.94
2016-03-14,350.85,350.8,352.6,341.3,13.04,-0.01
2016-03-11,346,350.85,352.5,344.2,12.03,2.65
2016-03-10,341,341.8,346.8,341,10.93,-0.06
2016-03-09,337.25,342,342.6,336.5,11.29,1.41
2016-03-08,341.45,337.25,344.15,337.05,13.47,-0.52
2016-03-07,333,339,341.9,333,15.86,0.59
2016-03-04,331.5,337,339.75,331.5,15.45,2.12
2016-03-03,327,330,330.75,323.55,13.55,0.92
2016-03-02,325.95,327,330,321.4,10.11,2.51
2016-03-01,323.6,319,334,316.25,13.28,-1.27
2016-02-29,333,323.1,333.55,321,10.99,-2.74
2016-02-26,342,332.2,342,331.1,12.39,-3.99
2016-02-25,347,346,349.8,344.15,9.8,0.87
2016-02-24,349.45,343,351.9,341,6.41,-1.15
2016-02-23,342.2,347,353.4,342.2,4.25,-0.24
2016-02-22,347.75,347.85,350.45,345.8,6.92,2.31
2016-02-19,350,340,351.5,337.65,7.63,-3.04
2016-02-18,355,350.65,357.4,343.65,9.82,-0.67
2016-02-17,335,353,361.55,335,20.2,5.89
2016-02-16,334,333.35,334,325.45,4.32,0.92
2016-02-15,326.95,330.3,335,325,6.98,2.04
2016-02-12,311.8,323.7,323.8,311.8,6.53,3.8
2016-02-11,311,311.85,317.95,310.1,4.45,0
2016-02-10,319,311.85,324.4,311.85,7.18,-2.21
2016-02-09,309.6,318.9,322.25,308.65,3.45,1.88
2016-02-08,324.4,313,324.4,310.5,3.58,-3.59
2016-02-05,327.85,324.65,327.85,320.6,3.57,-1.08
2016-02-04,317,328.2,332,316.05,20.13,4.69
2016-02-03,307.05,313.5,314.6,305.4,7.04,1.79
2016-02-02,311.45,308,312,305.5,8,-1.39
2016-02-01,316.75,312.35,316.75,307.1,5.2,-0.84
2016-01-29,314.75,315,315,302.95,13.38,0.96
2016-01-28,297.5,312,314,295,12,5.1
2016-01-27,292.95,296.85,296.85,286.65,7.53,2.95
2016-01-26,281,288.35,290,278.45,4.56,0.8
2016-01-25,283,286.05,292.4,280.05,7.25,-0.3
2016-01-22,271.05,286.9,287.9,271.05,5.61,6.99
2016-01-21,272.25,268.15,276,264.1,13.02,-2.6
2016-01-20,276.5,275.3,284.45,270.15,4.2,-0.58
2016-01-19,280,276.9,282.85,275,5.94,0.58
2016-01-18,282,275.3,285.8,274.3,7.23,-4.19
2016-01-15,301,287.35,309,287.35,17.06,-6.54
2016-01-14,302.2,307.45,307.9,300.5,9.28,-1.08
2016-01-13,309.75,310.8,311.1,304.9,6.87,1.94
2016-01-12,309.8,304.9,309.8,304.05,6.46,2.83
2016-01-11,291,296.5,298,290,6.35,1.19
2016-01-08,298,293,298.2,275,11.91,-0.95
2016-01-07,303,295.8,305,295.55,18.77,-3.02
2016-01-05,308.55,305,311.5,300.6,17,-0.89
2016-01-04,308.05,307.75,315.9,307.75,3.57,-1.99
2015-12-30,322,314,325.75,314,8.74,-2.18
2015-12-29,326.95,321,327.9,320.85,3.51,-1.47
2015-12-28,327,325.8,329,324,3.91,-0.35
2015-12-23,328,326.95,328,320.9,4.33,0.91
2015-12-22,326.6,324,329,320.85,4.08,-1.52
2015-12-21,321.55,329,332.55,321.55,4.65,2.33
2015-12-18,315,321.5,324.85,313.2,20.6,1.74
2015-12-17,326.9,316,328.6,316,8.67,-2.47
2015-12-16,312.95,324,326.45,312,22.9,3.51
2015-12-15,312,313,316.75,305,7.32,0.32
2015-12-14,300.55,312,313.9,300.55,9.95,2.63
2015-12-11,317.1,304,329,300.55,40.58,-2.95
2015-12-10,300.05,313.25,318.1,300.05,11.79,6.19
2015-12-09,304.9,295,304.9,282.55,12.67,-2.17
2015-12-08,312.1,301.55,312.85,295.15,9.89,-3.4
2015-12-07,306.4,312.15,312.9,304.1,8.44,3.07
2015-12-04,299.45,302.85,302.85,292,12.02,2.31
2015-12-03,292.5,296,303.95,292.5,5.41,0.46
2015-12-02,302.2,294.65,304.45,288.75,8.03,-1.82
2015-12-01,303.8,300.1,304.95,300.1,5.73,-0.02
2015-11-30,303,300.15,305,296.1,19.13,-1.27
2015-11-27,319,304,319,301.9,4.97,-4.57
2015-11-26,317,318.55,318.55,306.65,2.97,2.38
2015-11-25,308.05,311.15,314.7,307.05,4.7,1.4
2015-11-24,318.2,306.85,319.65,305.2,9.1,-2.94
2015-11-23,334.95,316.15,334.95,309,14.04,-5.84
2015-11-20,336.95,335.75,339,332,3.02,-0.42
2015-11-19,335.2,337.15,338.05,331.45,2.91,-0.55
2015-11-18,337.8,339,342.2,334.75,6.93,1.38
2015-11-17,326.6,334.4,338.8,323.6,4.01,3.64
2015-11-16,329,322.65,329,320.1,5.42,-2.36
2015-11-13,330.1,330.45,338,327.1,7.1,0.14
2015-11-12,338,330,338,329,6.78,-1.17
2015-11-10,337,333.9,338.95,327.5,11.63,-0.89
2015-11-09,351.6,336.9,351.6,328.6,15.23,-3.19
2015-11-06,361.8,348,361.95,345.25,13.81,-3.87
2015-11-05,362.05,362,364.65,355.6,6.97,-0.82
2015-11-04,366.5,365,368.45,363,6.89,0
2015-11-03,374,365,374,363.1,12.17,-0.5
2015-11-02,364,366.85,368.5,362.15,5.34,1.06
2015-10-30,363.5,363,365.95,360.1,8.44,-0.27
2015-10-29,388,364,388,361,12.16,-0.6
2015-10-28,371.3,366.2,371.3,363.8,12.09,-0.22
2015-10-27,366.05,367,372.95,364.2,8.9,-0.82
2015-10-26,379.95,370.05,379.95,368.55,22.04,-3.88
2015-10-23,387.15,385,387.9,382.2,8.82,-0.39
2015-10-22,388.75,386.5,388.8,382.8,9.98,-0.21
2015-10-21,389.45,387.3,389.45,383.85,4.29,0.34
2015-10-20,387,386,390.05,382.7,7.82,-0.64
2015-10-19,385,388.5,389.85,381.2,5.46,0.49
2015-10-16,391.95,386.6,394.3,386.6,5.33,-0.46
2015-10-15,390.65,388.4,390.8,386.5,6.81,0.4
2015-10-14,388.6,386.85,391.8,386,4.35,-0.57
2015-10-13,392,389.05,393.2,384.15,19.21,-0.88
2015-10-12,385,392.5,394.5,385,40.18,1.55
2015-10-09,385,386.5,391,376.55,9.51,1.15
2015-10-08,377.2,382.1,385,374.1,8.37,0.1
2015-10-07,375,381.7,382.85,374.85,10.29,1.26
2015-10-06,367.85,376.95,379.75,366,11.53,2.47
2015-10-05,358.85,367.85,367.85,353,6.3,3.77
2015-10-02,350.95,354.5,356,349.8,19.51,1.18
2015-10-01,346.75,350.35,353.75,345.45,38.43,0.97
2015-09-30,343.95,347,349.55,339.65,9.56,2.06
2015-09-29,343.2,340,347.5,336.2,10.26,-1.31
2015-09-28,353.2,344.5,355,343,9.13,-2.52
2015-09-25,353,353.4,359,353,6.28,0.11
2015-09-24,355,353,361.05,351.1,6.12,-0.11
2015-09-23,366.2,353.4,366.95,352.35,7.39,-3.59
2015-09-22,374.35,366.55,375.95,366.5,9.24,-2.08
2015-09-21,376,374.35,376,368.7,4.77,1.44
2015-09-18,377.7,369.05,378.15,363,23.22,-2.24
2015-09-17,380,377.5,381.25,375.05,8.42,-0.66
2015-09-16,381.95,380,382.95,373,7.66,-0.5
2015-09-15,383,381.9,383.95,372.15,9.22,-0.29
2015-09-14,378.5,383,384,362.85,9.29,1.06
2015-09-11,373.45,379,379.8,373.45,7,1.68
2015-09-10,365.8,372.75,375.9,363,13.12,2.96
2015-09-09,368.35,362.05,370,362.05,7.94,-0.54
2015-09-08,369.8,364,370,363,8.68,-1.62
2015-09-07,369.9,370,371.9,368.5,4.27,0.54
2015-09-04,363.05,368,369.5,363,9.22,1.36
2015-09-03,360.95,363.05,365,360.05,5.09,1.41
2015-09-02,361.9,358,363.95,357.95,12.26,-1.27
2015-09-01,359.8,362.6,364.9,356.7,28.37,-0.66
2015-08-31,365.45,365,366.5,363.9,25.53,-0.27
2015-08-28,351.8,366,366,348.95,23.82,4.57
2015-08-27,340,350,354.95,338.1,9.24,5.11
2015-08-26,333,333,337.8,325.1,11.86,0
2015-08-25,329.55,333,335.8,329.55,13.35,0.36
2015-08-24,335,331.8,341.1,327,23.1,-3.69
2015-08-21,345,344.5,346.95,337.85,8.68,-0.86
2015-08-20,347.6,347.5,350.8,342,8.13,0.14
2015-08-19,352,347,360,344.15,9.65,0.64
2015-08-18,346.1,344.8,350,341.65,7.8,-0.38
2015-08-17,358.1,346.1,358.1,343.25,2.45,-3.18
2015-08-14,362.55,357.45,369.65,351.3,11.02,-1.5
2015-08-13,353.6,362.9,362.9,348.95,8.05,3.14
2015-08-12,349.05,351.85,351.95,346,11.17,0.14
2015-08-11,349.65,351.35,352.9,347,10.16,0.49
2015-08-10,340.05,349.65,349.65,336.45,5.85,3.52
2015-08-07,345,337.75,345,337.15,16.37,-2.07
2015-08-06,365,344.9,365,326.1,75.06,-7.79
2015-08-05,373.3,374.05,375.9,371.15,14.2,-0.19
2015-08-04,375,374.75,375,370,6.98,0.07
2015-08-03,378,374.5,378.7,370,5.17,-0.93
2015-07-31,374.95,378,378,365.65,24.25,2.16
2015-07-30,371,370,373.55,366.2,11.08,0.04
2015-07-29,361.05,369.85,388.95,361.05,29.39,2.71
2015-07-28,370,360.1,370.25,358,25.85,-1.65
2015-07-27,360,366.15,374,357.55,51.97,1.12
2015-07-24,366.55,362.1,369.95,362.1,10.57,-1.52
2015-07-23,361.4,367.7,368.95,361,14.94,0.74
2015-07-22,370,365,370,355,21.48,-1.62
2015-07-21,377,371,379,366.05,4.72,-2.1
2015-07-20,390.1,378.95,393.75,377.55,4.49,-3.06
2015-07-17,390.05,390.9,391.5,385.5,3.6,0.49
2015-07-16,384,389,391.95,384,6.97,2.64
2015-07-15,387.55,379,388,377.55,9.55,-1.13
2015-07-14,390.35,383.35,391.95,378.1,5.08,-0.45
2015-07-13,389.1,385.1,397.8,385.1,3.44,-2.52
2015-07-10,381.8,395.05,395.05,378.35,5.09,4.43
2015-07-09,370.7,378.3,378.85,365.1,5.13,0.99
2015-07-08,383.05,374.6,388,371.6,8.08,-2.19
2015-07-07,399.4,383,404.85,381.65,5.2,-4.27
2015-07-06,397,400.1,404.25,395,5.75,0.28
2015-07-03,406.5,399,408.55,397.4,6.36,-1.08
2015-07-02,410.5,403.35,415.95,402.85,8.08,-1.78
2015-07-01,413.4,410.65,428,410.65,8.61,-0.48
2015-06-30,410.6,412.65,419.8,409.3,17.63,0.61
2015-06-29,393,410.15,413.65,391.5,5.24,-0.93
2015-06-26,419.9,414,420.85,414,15.35,-0.64
2015-06-25,428.45,416.65,435,414,15,-1.96
2015-06-24,432,425,434.9,425,8.12,-1.16
2015-06-23,439.95,430,439.95,430,4.4,-2.14
2015-06-22,416.5,439.4,439.4,416.5,5.57,5.5
2015-06-19,423.3,416.5,426.2,416.5,18.66,-2.46
2015-06-18,433.7,427,434.55,414.3,7.48,-2.7
2015-06-17,448.5,438.85,448.85,435,7.64,-2.15
2015-06-16,437.95,448.5,448.5,432.2,4.04,2.07
2015-06-15,439,439.4,444.9,433,4.11,0.09
2015-06-12,442.95,439,443,439,3.42,-0.84
2015-06-11,443.7,442.7,443.7,439,4.15,0.61
2015-06-10,448.45,440,448.45,432.05,11.15,-1.12
2015-06-09,440,445,449.1,440,9.55,0.91
2015-06-08,435,441,441,434.1,8.35,1.38
2015-06-05,448.55,435,453.65,430,15.33,-3.77
2015-06-03,451.35,452.05,456.95,449.5,16.33,-0.65
2015-06-02,450.25,455,457.55,450.25,11.74,0.46
2015-06-01,452,452.9,456.85,450.1,14.66,-0.46
2015-05-29,451.6,455,456.15,451.5,16.9,0.75
2015-05-28,458.05,451.6,459.4,450,22.09,-1.03
2015-05-27,450.05,456.3,460.85,446.55,8.75,1.89
2015-05-26,448,447.85,457.05,445.9,7.03,0.28
2015-05-25,456,446.6,456,446.1,17.5,-2.19
2015-05-22,469.3,456.6,471.45,456.1,8.61,-2.35
2015-05-21,470.9,467.6,472,467.6,14.78,-0.55
2015-05-20,475,470.2,475.35,470,4.49,-1.04
2015-05-19,472.55,475.15,480,472.55,5.85,0.55
2015-05-18,479.9,472.55,483.75,472.55,6.2,-0.52
2015-05-15,481,475,481,472.5,9.91,-1.04
2015-05-14,482.1,480,484.85,479.25,6.55,0.16
2015-05-13,481.5,479.25,486,479.1,4.68,-0.57
2015-05-12,478,482,486,477.45,7.53,0.35
2015-05-11,482,480.3,484,479.95,4.99,-0.7
2015-05-08,484.95,483.7,488.9,479.4,10.83,-0.06
2015-05-07,486.35,484,486.35,476,8.31,-0.19
2015-05-06,469.5,484.9,487,469.1,30.91,3.17
2015-05-05,460,470,472.8,460,4.74,2.17
2015-05-04,467.7,460,469.9,455.3,8.93,-1.37
2015-04-30,470.4,466.4,472.9,464,11.78,-0.85
2015-04-29,475,470.4,481.45,465.1,9.99,-0.97
2015-04-28,476.65,475,479.75,471.4,13.82,-0.35
2015-04-27,490,476.65,490,476.35,9.96,-0.92
2015-04-24,489.95,481.1,489.95,475.95,11.48,-1.82
2015-04-23,484,490,490,480,8.08,1.32
2015-04-22,472.7,483.6,483.6,472.7,29.79,1.17
2015-04-21,479,478,483,474.5,11.7,-0.21
2015-04-20,468.85,479,479.45,468,13.02,2.35
2015-04-17,477.95,468,481.55,468,15.2,-2.19
2015-04-16,477,478.5,478.5,472.6,17.11,0.54
2015-04-15,454.5,475.95,479.45,452.35,19.03,5.38
2015-04-14,458.6,451.65,458.6,446,3.65,-1.39
2015-04-13,457.95,458,458.8,454.4,2.98,-0.03
2015-04-10,458.15,458.15,462,453.25,7.52,0.03
2015-04-09,446.7,458,458.7,446.7,9.72,2.69
2015-04-08,440.15,446,446,440.15,3.92,1.36
2015-04-07,443.9,440,448,440,12.91,0.33
2015-04-02,449,438.55,449,438.55,3.02,-2.33
2015-04-01,441.05,449,449.6,440,3.94,1.96
2015-03-31,442.8,440.35,442.9,435,9.73,0.62
2015-03-30,441.5,437.65,447.8,437.55,8.44,0.03
2015-03-27,441.7,437.5,443.95,435.1,9.14,-0.7
2015-03-26,444,440.6,447.5,440.6,5.24,-0.98
2015-03-25,446.2,444.95,449.7,444.1,5.62,-0.28
2015-03-24,452,446.2,455,445.1,8.36,-1.28
2015-03-23,459.75,452,459.75,451,3.02,-1.7
2015-03-20,453,459.8,459.8,448.05,48.76,1.5
2015-03-19,444.5,453,455,444.5,11.51,2.6
2015-03-18,441.45,441.5,443.9,438.2,12.78,0.8
2015-03-17,438,438,441.85,436.3,4.65,0
2015-03-16,440,438,440,435.6,7.96,-0.45
2015-03-13,431.4,440,440,431.35,10.05,2.18
2015-03-12,438.8,430.6,438.8,430.6,13.27,-1.08
2015-03-11,437.55,435.3,438.9,435,13.3,-0.15
2015-03-10,437.9,435.95,440.15,435,10.83,-0.45
2015-03-09,440.15,437.9,444.9,437.9,8.08,-0.7
2015-03-06,456,441,456,440.65,9.64,-3.29
2015-03-05,455.1,456,460.6,455.05,15.71,1.11
2015-03-04,442.3,451,452,442,10.94,2.97
2015-03-03,447.9,438,454,436.9,9.6,-1.65
2015-03-02,462,445.35,462,440.2,4.54,-2.61
2015-02-27,455.7,457.3,463.2,454.25,17.32,0.35
2015-02-26,445,455.7,455.7,444.4,22.98,2.43
2015-02-25,438.9,444.9,445,436,13.48,1.34
2015-02-24,438.35,439,439,435.05,6.2,0.27
2015-02-23,438.3,437.8,438.4,435.1,4.94,0.41
2015-02-20,435.5,436,437.95,434,3.98,0.22
2015-02-19,430,435.05,438,429.5,16.9,0.94
2015-02-18,436.5,431,436.7,429.2,11.42,-0.97
2015-02-17,436,435.2,436.9,434,8.95,-0.21
2015-02-16,435.05,436.1,436.35,428.3,4.99,0.7
2015-02-13,431,433.05,433.05,428.15,7.13,0.71
2015-02-12,436,430,438.6,426.7,12.32,-0.57
2015-02-11,435,432.45,437.55,431,16.47,-0.36
2015-02-10,433,434,435.9,430.1,15.43,0.46
2015-02-09,446.85,432,447.95,426.1,37.31,-2.79
2015-02-06,448,444.4,452,443.2,10.68,-0.8
2015-02-05,449.8,448,453.7,446.75,10.3,-0.44
2015-02-04,455,450,455.05,432.75,21.07,0
2015-02-03,470,450,471.25,442.05,35.81,-4.46
2015-02-02,473.5,471,473.5,465.1,21.39,0.43
2015-01-30,471.5,469,472.35,465.5,14.33,-0.32
2015-01-29,467.1,470.5,472.4,463.8,6.23,-0.17
2015-01-28,455.25,471.3,472.3,448,25.49,4.73
2015-01-27,451.5,450,458.95,445.5,16.7,-0.22
2015-01-26,466.1,451,466.1,441.05,13,-3.26
2015-01-23,453,466.2,466.2,453,10.72,3.37
2015-01-22,448.65,451,455,448,12.52,-0.24
2015-01-21,443,452.1,452.1,425.05,17.51,2.17
2015-01-20,444.7,442.5,448.5,442.5,16.3,-0.05
2015-01-19,450.95,442.7,456.55,441,35.24,-1.83
2015-01-16,466.3,450.95,467.9,450.95,55.64,-2.81
2015-01-15,502.65,464,504.75,452.4,141.19,-7.31
2015-01-14,502.7,500.6,505.1,495.55,4.84,-0.85
2015-01-13,504.05,504.9,509,502.35,12.39,-0.02
2015-01-12,504.65,505,508,497.6,9.7,0.06
2015-01-09,505,504.7,508,502.45,8.67,-0.06
2015-01-08,494.95,505,511.6,494,13.46,1.98
2015-01-07,484.85,495.2,497.85,482.25,6.57,2.76
2015-01-05,493.55,481.9,499.1,481.9,9.23,-3.23
2015-01-02,497.5,498,503.2,490.7,4.72,0
2014-12-30,499.7,498,505.25,497,8.09,-0.71
2014-12-29,500,501.55,508.9,498.75,17.88,0.02
2014-12-23,499.95,501.45,508.9,496.05,13.86,0.29
2014-12-22,490.3,500,502,490.3,5.63,1.82
2014-12-19,495.25,491.05,496.25,490.05,30.36,-0.8
2014-12-18,494,495,499,485.1,11.26,2.48
2014-12-17,482.5,483,492,480.2,13.38,0.08
2014-12-16,480.7,482.6,493,475,18.9,0.42
2014-12-15,484.15,480.6,497,480.6,12.02,-0.62
2014-12-12,499.85,483.6,499.85,483.6,6.25,-2.63
2014-12-11,500.3,496.65,504.95,496.65,10.62,-1.46
2014-12-10,501,504,505,500.4,17.42,-0.08
2014-12-09,503,504.4,504.9,500.1,9.28,-0.12
2014-12-08,506,505,506,501.7,3.16,0.22
2014-12-05,500,503.9,507.05,496.9,6.22,1.39
2014-12-04,510,497,511.95,497,7.87,-2.37
2014-12-03,508.95,509.05,512.45,508.05,11.08,0.21
2014-12-02,503.9,508,509.25,502.25,25.94,0.81
2014-12-01,503.65,503.9,507.95,499.05,13.34,0
